po_id,vendor_id,store_id,product_id,order_date,quantity_ordered,total_cost,expected_delivery_date
10809,38,1,313,2024-08-24,54,13334.29,2024-09-06
10810,39,1,132,2023-08-25,58,5230.01,2023-09-03
10811,32,4,425,2025-09-29,33,1389.85,2025-10-09
10812,46,2,54,2023-07-04,118,2511.42,2023-07-23
10813,25,1,419,2025-02-25,148,374.06,2025-03-07
10814,41,3,16,2022-08-20,11,133.3,2022-08-27
10815,38,1,441,2022-03-24,68,2632.65,2022-04-22
10815,38,1,441,2022-03-24,68,2632.65,2022-04-22
10816,31,4,287,2022-02-03,43,7969.81,2022-02-13
10817,10,4,207,2024-07-02,9,373.49,2024-07-13
10818,11,1,183,2023-09-29,25,2792.69,2023-10-07
10819,8,4,221,2025-12-16,164,2196.19,2025-12-26
10820,37,3,165,2022-06-12,56,599.23,2022-06-25
10821,38,3,27,2025-05-29,25,881.19,2025-06-13
10822,42,3,460,0000-00-00,45,631.35,2022-07-28
10823,31,3,130,2023-01-23,103,19687.8,2023-01-30
10824,9,1,322,2024-09-07,66,1494.89,2024-09-17
10825,1,1,119,2022-06-17,158,6982.57,2022-06-30
10826,45,2,423,2023-07-10,162,1112.72,2023-07-14
10827,13,3,40,2025-07-01,122,11120.75,2025-07-10
10828,20,1,392,2022-04-01,32,715.14,2022-04-06
10829,18,1,35,2023-04-12,72,6905.21,2023-04-18
10830,42,2,207,2022-01-13,9,386.43,2022-01-26
10831,11,1,241,2022-08-23,56,1619.37,2022-08-29
10832,34,3,205,2025-05-17,102,5999.33,2025-05-28
10833,46,3,161,2022-10-25,77,18441.89,2022-11-11
10834,12,2,74,2022-09-07,13,471.6,2022-09-20
10835,24,4,207,2024-06-12,13,569.6,2024-06-23
10835,24,4,207,2024-06-12,13,569.6,2024-06-23
10836,45,2,278,2023-08-12,202,2075.65,2023-08-21
10837,11,2,188,2023-06-26,75,724.52,2023-07-03
10838,41,3,336,2025-12-30,35,1858.21,2026-01-08
10839,41,1,257,2022-11-09,102,1490.02,2022-11-19
10840,11,2,419,2023-09-12,70,168.91,2023-09-19
10841,46,3,392,2023-01-11,87,2008.34,2023-01-26
10842,5,2,413,2024-08-25,103,2870.29,2024-08-30
10843,44,3,152,2022-04-27,41,1177.91,2022-05-14
10844,16,3,418,2024-02-04,12,128.79,2024-02-07
10845,37,1,248,2022-01-08,106,6486.35,2022-01-21
10846,22,4,242,2025-02-27,78,8389.66,2025-03-02
10847,48,3,129,2023-08-31,34,241.92,2023-09-06
10848,12,4,97,2025-12-17,115,5824.34,2025-12-31
10849,17,3,421,2022-09-03,50,979.5,2022-09-12
10850,43,4,471,2025-09-12,49,1109.81,2025-10-04
10851,21,2,13,2023-03-14,34,1907.96,2023-03-30
10852,25,4,457,2024-10-15,42,1291.8,2024-10-25
10853,32,3,109,2023-08-21,48,1368.79,2023-08-27
10854,32,3,416,2024-08-22,49,2225.0,2024-08-30
10855,7,2,200,2023-09-27,38,1184.01,2023-10-02
10856,13,3,402,2024-06-30,23,1173.38,2024-07-08
10857,28,3,494,2022-11-16,80,482.0,2022-11-23
10858,41,1,422,2024-06-01,38,1383.62,2024-06-10
10859,22,3,227,2023-04-16,64,3508.84,2023-04-21
10860,15,4,319,2022-01-26,144,1941.07,2022-02-05
10861,20,1,321,2025-10-07,84,883.5,2025-10-14
10862,26,3,124,2023-03-05,127,25597.85,2023-03-18
10863,9,2,474,2024-05-08,22,491.9,2024-05-16
10864,11,1,350,2025-04-01,56,3227.79,2025-04-04
10865,9,3,248,2024-02-09,60,3389.76,2024-02-19
10866,7,4,17,2022-06-19,94,208.42,2022-06-25
10867,24,3,167,2024-05-05,26,857.32,2024-05-17
10868,6,3,81,2023-12-01,173,18340.85,2023-12-15
10869,21,4,404,2024-07-14,91,1397.95,2024-08-12
10870,49,1,74,2025-03-13,25,866.94,2025-03-18
10871,26,3,178,2023-12-28,171,18116.12,2024-01-12
10872,9,3,487,2022-07-11,43,3792.29,2022-07-22
10873,13,4,70,2024-08-29,43,133.86,2024-09-05
10874,22,3,17,2023-10-18,189,422.73,2023-10-23
10875,38,4,425,2022-04-15,51,2034.46,2022-04-28
10876,38,3,360,2022-04-23,48,1643.89,2022-05-06
10877,25,4,336,2024-10-28,86,4885.19,2024-11-07
10878,32,4,319,2024-01-31,26,353.2,2024-02-08
10879,36,3,428,2022-09-04,70,146.86,2022-09-08
10880,11,3,208,2025-11-07,43,3340.18,2025-11-14
10881,43,1,219,2024-11-12,37,6416.68,2024-11-17
10882,27,1,449,2025-01-13,9,384.93,2025-01-28
10883,21,3,143,2025-02-04,75,819.79,2025-02-16
10884,33,3,187,2024-11-16,68,680.39,2024-11-17
10885,46,3,53,2022-09-09,101,8032.03,2022-09-24
10886,10,1,257,2025-08-21,45,688.4,2025-09-04
10887,38,2,322,2025-02-24,20,479.81,2025-03-11
10888,8,2,309,2025-07-14,49,522.39,2025-07-25
10889,45,4,380,2023-03-25,59,1981.69,2023-03-29
10890,42,1,221,2023-06-28,98,1425.08,2023-07-06
10891,37,1,209,2022-12-02,64,717.57,2022-12-14
10892,22,2,295,2025-01-27,18,517.64,2025-01-29
10893,7,3,400,2022-07-12,89,3597.62,2022-07-17
10894,45,1,262,2024-12-21,100,1457.84,2024-12-25
10895,11,4,413,2024-10-17,68,1839.4,2024-10-20
10896,36,2,207,2022-11-08,57,2499.89,2022-11-13
10897,22,4,12,2023-09-13,97,4096.59,2023-09-15
10898,36,3,170,2025-06-22,49,996.63,2025-07-07
10899,11,4,186,2024-09-02,150,303.77,2024-09-05
10900,12,3,21,2022-03-12,58,1844.23,2022-03-28
10901,11,1,232,2022-12-01,61,2662.01,2022-12-06
10902,6,1,88,2022-10-20,48,638.22,2022-10-30
10903,11,1,124,2023-09-28,42,8703.75,2023-10-04
10904,7,4,211,2022-12-17,70,1544.2,2022-12-21
10905,1,1,124,2023-03-27,40,8438.86,2023-04-04
10906,5,2,3,2025-07-05,80,890.51,2025-07-12
10907,4,4,379,2023-07-17,91,4716.64,2023-07-26
10908,46,2,42,2025-05-06,31,1396.42,2025-05-20
10909,12,4,437,2024-11-10,62,1074.72,2024-11-27
10910,15,4,56,2022-11-11,75,1047.28,2022-11-22
10911,27,3,425,2025-10-09,56,2226.13,2025-10-22
10912,50,1,99,2023-03-11,98,19490.51,2023-03-23
10913,36,4,6,2024-10-26,6,196.16,2024-11-02
10914,8,3,369,2023-11-28,164,2524.51,2023-12-11
10915,46,3,206,2023-12-18,85,1817.53,2024-01-02
10916,20,3,248,2023-03-12,109,6121.47,2023-03-20
10917,7,2,187,2022-12-20,72,746.22,2022-12-23
10918,40,2,418,2024-04-22,82,887.95,2024-04-27
10919,28,4,79,2025-03-09,94,1292.12,2025-03-16
10920,14,3,100,2025-12-22,91,13757.67,2025-12-24
10921,37,4,81,2022-11-10,64,7092.17,2022-11-23
10922,6,1,269,2023-04-21,86,1034.45,2023-05-05
10923,25,1,5,2025-11-13,57,1729.87,2025-11-22
10924,40,1,16,2024-05-25,32,386.86,2024-05-29
10925,25,1,88,2023-06-21,51,717.29,2023-07-04
10926,13,4,279,2024-05-06,96,8858.93,2024-05-15
10927,3,4,417,2022-09-16,58,2484.39,2022-09-27
10928,28,1,35,2025-09-13,66,6386.49,2025-09-20
10929,46,1,187,2024-01-20,30,319.45,2024-02-05
10930,29,2,96,2024-06-30,38,457.53,2024-07-07
10931,7,1,137,2024-05-25,60,12809.01,2024-05-31
10932,1,1,277,2023-08-09,32,5840.7,2023-08-19
10933,15,3,140,2025-07-07,42,1458.82,2025-07-19
10934,4,3,81,2025-12-19,47,5016.62,2025-12-26
10935,33,1,17,2022-03-20,59,130.01,2022-03-23
10936,41,1,282,2022-08-10,81,4377.99,2022-08-20
10937,34,1,372,2025-12-12,112,1585.21,2025-12-22
10938,37,3,449,2023-12-21,17,804.35,2024-01-01
10939,34,3,231,2023-03-15,109,243.77,2023-03-23
10940,10,3,300,2022-12-16,38,1242.18,2022-12-31
10941,50,1,386,2024-01-19,66,1630.22,2024-01-30
10942,46,4,247,2023-10-22,80,1077.74,2023-11-08
10943,18,3,171,2025-11-13,22,2272.95,2025-11-18
10944,14,1,350,2023-08-08,115,6339.13,2023-08-12
10945,18,1,367,2023-06-09,69,5539.77,2023-06-17
10946,5,2,187,2024-05-12,145,1438.33,2024-05-18
10947,26,1,80,2022-11-30,154,326.86,2022-12-13
10948,4,2,186,2023-06-09,59,118.41,2023-06-19
10949,30,1,187,2025-08-21,98,979.24,2025-09-06
10950,42,4,233,2022-11-03,43,1909.63,2022-11-15
10951,32,3,258,2022-06-27,110,1470.22,2022-07-02
10952,47,2,413,2022-11-30,73,,2022-12-21
10953,25,3,457,2022-05-17,22,668.64,2022-05-28
10954,9,4,421,2024-01-24,62,1335.34,2024-02-03
10955,34,4,152,2022-09-30,102,3140.31,2022-10-12
10956,46,2,28,2023-07-31,45,820.24,2023-08-16
10957,8,3,460,2024-01-18,101,1330.52,2024-01-30
10958,44,4,101,2023-04-04,13,691.95,2023-04-23
10959,1,1,87,2024-03-09,113,12754.84,2024-03-17
10960,17,3,254,2023-05-10,41,2166.45,2023-05-22
10961,37,3,207,2023-07-16,18,722.78,2023-07-25
10962,31,3,413,2023-12-09,69,1901.83,2024-01-02
10963,2,2,200,2023-01-13,19,582.08,2023-01-20
10964,26,2,147,2022-01-27,24,478.13,2022-02-11
10965,37,3,445,2022-02-05,43,1180.16,2022-02-18
10966,7,2,458,2024-02-06,21,691.0,2024-02-14
10967,38,4,208,2023-08-24,75,5912.05,2023-09-08
10968,12,3,207,2025-05-12,39,1681.92,2025-05-25
10969,21,1,276,2022-09-04,154,945.88,2022-09-20
10970,29,3,181,2023-04-22,118,1119.35,2023-04-29
10971,6,1,440,2023-03-19,21,531.22,2023-03-29
10972,4,4,112,2023-06-28,119,1698.99,2023-07-06
10973,10,3,6,2025-05-15,30,985.11,2025-06-09
10974,15,1,212,2024-03-22,52,1079.71,2024-03-31
10975,7,4,413,2024-12-09,123,3406.21,2024-12-17
10976,24,1,458,2023-03-20,31,1011.44,2023-04-02
10977,46,3,279,2025-07-18,85,8480.0,2025-08-02
10978,36,2,345,2022-11-02,46,88.76,2022-11-10
10979,17,4,145,2024-03-28,181,5413.32,2024-04-09
10980,38,1,66,2022-04-21,138,1250.89,2022-05-04
10981,40,1,124,2025-10-19,42,8682.57,2025-10-26
10982,28,4,132,2022-01-26,11,1029.87,2022-02-01
10983,16,1,56,2023-11-29,97,1415.77,2023-12-03
10984,10,1,287,2022-06-14,109,19735.35,2022-06-25
10985,37,3,291,2022-11-18,76,11885.16,2022-12-08
10986,50,2,40,2025-11-29,29,2784.21,2025-12-13
10987,25,3,64,2022-02-22,30,968.49,2022-03-06
10988,42,3,292,2025-11-29,16,772.17,2025-12-08
10989,46,4,178,2024-02-15,33,3260.61,2024-02-29
10990,27,1,276,2023-07-30,21,117.22,2023-08-12
10991,8,3,202,2023-07-18,23,961.59,2023-07-31
10992,25,1,270,2025-10-06,52,2711.9,2025-10-20
10993,34,4,247,2023-08-15,36,491.57,2023-08-24
10994,25,1,325,2025-01-22,127,915.85,2025-02-02
10995,12,3,97,2024-07-22,58,2938.88,2024-08-06
10996,3,3,40,2022-12-18,66,6080.29,2023-01-01
10997,48,4,207,2024-10-14,18,740.23,2024-10-22
10998,11,3,44,2024-03-26,46,10697.4,2024-03-29
10999,12,1,97,2024-09-12,44,2308.61,2024-09-24
11000,38,3,353,2024-03-03,21,536.81,2024-03-17
11001,5,2,421,2025-07-24,30,611.42,2025-07-29
11002,8,3,133,2024-11-30,47,1290.02,2024-12-08
11003,3,1,332,2023-12-27,23,411.55,2024-01-07
11004,25,1,388,2025-12-17,38,546.5,2025-12-29
11005,4,4,379,2025-03-14,87,4567.36,2025-03-24
11006,26,1,103,2025-10-07,40,8836.6,2025-10-20
11007,36,1,323,2023-12-08,71,537.52,2023-12-13
11008,10,3,206,2025-02-15,91,1994.78,2025-02-25
11009,48,3,40,2024-02-24,40,3814.84,2024-02-29
11010,22,1,339,2024-04-14,36,809.88,2024-04-15
11011,50,1,172,2025-10-24,53,10203.3,2025-11-03
11012,43,3,438,2023-11-27,80,2187.67,2023-12-04
11013,11,1,418,2022-11-28,39,397.04,2022-12-06
11014,39,2,103,2024-04-16,23,4827.58,2024-04-25
11015,28,1,413,2023-11-19,12,306.88,2023-11-30
11016,28,2,19,2024-03-29,102,,2024-04-09
11017,49,1,278,2025-11-19,92,952.21,2025-11-25
11018,38,1,344,2024-05-04,36,1617.26,2024-05-14
11019,26,4,421,2024-07-11,39,778.67,2024-07-25
11020,43,2,107,2023-07-16,97,10267.89,2023-07-22
11021,32,3,27,2023-07-01,25,912.38,2023-07-06
11022,50,4,387,2022-06-03,31,2448.9,2022-06-12
11023,44,2,2,2025-08-23,47,697.52,2025-09-16
11024,13,1,350,2023-10-10,55,2922.2,2023-10-17
11025,24,2,336,2023-08-04,32,1686.61,2023-08-17
11026,31,3,409,2023-09-20,87,2008.04,2023-09-28
11027,18,1,453,2025-01-28,36,3477.99,2025-02-03
11028,6,2,215,2024-07-14,52,2918.37,2024-07-25
11029,13,2,78,2022-06-26,78,2097.04,2022-07-06
11030,29,3,97,2024-10-05,72,3509.62,2024-10-14
11031,42,1,11,2022-09-18,52,442.52,2022-09-27
11032,48,1,231,2025-07-08,126,284.85,2025-07-11
11033,47,2,53,2022-02-19,50,4212.47,2022-03-11
11034,18,3,466,2025-10-25,76,13729.64,2025-11-02
11035,46,4,268,2022-07-25,167,31793.49,2022-08-17
11036,22,1,52,2023-02-19,76,8462.14,2023-02-20
11037,35,3,350,2025-06-03,64,3681.22,2025-06-13
11038,44,1,350,2023-05-01,66,3821.7,2023-05-18
11039,46,4,336,2023-08-15,36,1895.92,2023-08-31
11040,31,4,87,2022-12-08,122,13242.7,2022-12-16
11041,38,3,17,2022-03-01,245,515.34,2022-03-11
11042,11,2,421,2024-07-20,19,379.88,2024-07-28
11043,11,1,144,2025-05-18,58,593.26,2025-05-25
11044,9,1,441,2025-11-16,99,3937.9,2025-11-23
11045,23,3,187,2022-01-13,56,563.86,2022-01-20
11046,22,4,359,2024-02-29,93,4049.82,2024-03-02
11047,50,4,66,2022-09-21,116,1059.17,2022-10-02
11048,50,4,421,2024-02-21,131,2755.74,2024-03-02
11049,26,1,305,2025-10-10,39,8091.06,2025-10-23
11050,50,4,371,2023-09-23,91,10549.97,2023-10-03
11051,36,1,300,2024-09-18,9,296.14,2024-09-22
11052,31,1,410,2024-03-29,135,1678.87,2024-04-05
11053,23,4,421,2023-05-06,110,2251.21,2023-05-13
11054,8,1,128,2025-11-13,32,1323.22,2025-11-25
11055,47,1,248,2022-08-10,85,4902.78,2022-08-30
11056,40,2,316,2024-04-23,60,3304.22,2024-04-27
11057,25,1,162,2024-09-01,139,2298.8,2024-09-10
11058,18,1,231,2024-01-30,45,102.13,2024-02-04
11059,10,1,421,2024-12-21,31,639.09,2025-01-04
11060,24,3,296,2025-02-23,28,552.39,2025-03-08
11061,14,3,471,2025-07-02,59,1339.73,2025-07-08
11062,42,1,118,2023-03-14,119,1464.27,2023-03-26
11063,2,3,74,2024-10-12,52,1746.13,2024-10-15
11064,37,1,413,2022-11-03,197,5145.45,2022-11-16
11065,47,3,124,2025-07-10,99,20686.55,2025-07-26
11066,21,2,72,2022-08-07,44,1733.78,2022-08-20
11067,8,1,28,2024-05-06,97,,2024-05-16
11068,27,4,364,2023-04-11,50,539.92,2023-04-26
11069,24,4,463,2024-04-27,38,232.01,2024-05-05
11070,26,1,57,2024-08-13,36,901.21,2024-08-29
11071,48,1,56,2024-06-18,164,2224.74,2024-06-26
11072,19,4,56,2024-03-06,96,1295.55,2024-03-15
11073,14,3,240,2023-02-11,58,3129.42,2023-02-15
11074,49,3,306,2023-07-12,17,223.25,2023-07-19
11075,2,4,207,2024-08-23,44,1843.94,2024-08-27
11076,24,1,380,2022-09-29,24,790.66,2022-10-10
11077,44,1,262,2023-12-23,49,,2024-01-10
11078,9,3,429,2024-04-10,17,681.13,2024-04-16
11079,5,4,419,2022-04-13,42,102.73,2022-04-22
11080,48,3,40,2022-07-31,83,7574.34,2022-08-08
11081,40,2,185,2022-11-12,146,14385.91,2022-11-15
11082,12,3,296,2024-05-17,60,1176.35,2024-06-01
11083,18,1,413,2023-06-30,90,2400.24,2023-07-10
11084,32,1,315,2025-10-05,12,425.32,2025-10-12
11085,4,1,336,2025-10-19,25,1352.46,2025-10-31
11086,21,2,30,2023-02-24,13,465.81,2023-03-08
11087,47,2,380,2025-08-17,10,330.02,2025-09-02
11088,10,2,494,2022-12-31,69,446.62,2023-01-15
11089,4,1,403,2022-03-05,37,1813.21,2022-03-16
11090,40,4,119,2025-05-05,86,3632.13,2025-05-09
11091,3,4,268,2022-03-11,50,9183.06,2022-03-23
11092,20,3,205,2023-08-21,129,8038.38,2023-08-26
11093,45,4,460,2025-02-07,60,819.39,2025-02-15
11094,43,1,273,2022-05-24,21,2004.95,2022-05-29
11095,14,2,269,2022-07-13,59,747.0,2022-07-17
11096,5,3,192,2022-04-12,128,15084.4,2022-05-05
11097,34,3,299,2024-09-30,79,2139.96,2024-10-13
11098,18,3,235,2022-03-30,149,334.05,2022-04-05
11099,2,2,233,2025-04-19,11,460.91,2025-04-25
11100,7,2,222,2024-10-28,51,467.54,2024-11-05
11101,12,4,459,2022-10-20,23,923.28,2022-11-05
11102,43,3,187,2022-03-05,128,1347.99,2022-03-10
11103,39,1,17,2024-05-20,67,146.0,2024-05-31
11104,46,1,8,2024-11-17,76,1855.95,2024-12-02
11105,20,2,453,2025-04-10,75,7815.78,2025-04-15
11106,3,2,386,2022-06-04,87,2059.24,2022-06-15
11107,4,4,5,2023-03-27,51,1594.15,2023-04-06
11108,25,1,336,2025-12-15,17,,2025-12-29
11109,38,1,100,2025-09-28,44,6600.33,2025-10-09
11110,7,1,152,2023-10-16,127,3808.55,2023-10-20
11111,33,2,89,2023-09-22,87,535.02,2023-09-24
11112,37,1,6,2024-04-14,31,988.87,2024-04-22
11113,20,4,187,2022-05-03,114,1195.99,2022-05-11
11114,26,1,350,2023-04-27,36,2088.49,2023-05-11
11115,45,1,381,2024-01-14,94,717.42,2024-01-22
11116,46,2,231,2023-07-15,87,190.91,2023-08-01
11117,28,1,419,2022-07-01,117,304.97,2022-07-12
11118,48,3,500,2025-12-06,64,675.3,2025-12-14
11119,45,3,238,2025-04-07,30,1544.9,2025-04-13
11120,18,1,371,2025-02-14,62,7422.91,2025-02-19
11121,31,4,371,2025-05-19,71,8760.97,2025-05-31
11122,39,1,350,2023-06-25,160,8449.45,2023-07-17
11123,27,1,23,2024-12-18,88,714.26,2025-01-02
11124,4,1,282,2024-10-29,28,1506.96,2024-11-08
11125,10,3,236,2023-06-25,123,11128.36,2023-07-07
11126,20,3,119,2025-07-05,68,3028.78,2025-07-12
11127,33,1,16,2023-08-07,26,293.13,2023-08-08
11128,50,3,413,2025-10-25,62,1596.99,2025-11-04
11129,33,4,61,2023-07-17,60,459.72,2023-07-20
11130,29,3,165,2023-11-21,83,937.89,2023-12-01
11131,16,3,97,2023-06-26,27,1431.7,2023-06-30
11132,31,4,295,2022-01-06,120,3537.8,2022-01-14
11133,30,4,345,2023-10-14,48,95.62,2023-10-28
11134,35,4,413,2022-10-12,184,4968.76,2022-10-23
11135,12,1,319,2025-05-20,108,1591.29,2025-06-06
11136,25,3,429,2023-09-23,10,384.1,2023-10-04
11137,35,2,444,2025-11-09,81,6456.82,2025-11-18
11138,40,1,27,2022-02-28,31,1103.08,2022-03-03
11139,39,4,442,2022-12-08,69,6193.21,2022-12-19
11140,18,3,211,2023-03-03,81,1799.04,2023-03-12
11141,20,4,447,2025-07-19,79,236.7,2025-07-22
11142,6,4,476,2022-06-15,42,2129.35,2022-06-25
11143,43,3,487,2025-09-20,59,5065.41,2025-09-24
11144,48,4,248,2023-07-03,53,3214.94,2023-07-11
11145,19,4,463,2023-10-03,141,882.43,2023-10-10
11146,16,2,439,2023-05-25,36,1216.43,2023-06-01
11147,21,1,89,2025-12-10,116,659.15,2025-12-26
11148,41,1,231,2024-07-12,123,280.7,2024-07-21
11149,35,1,80,2024-07-06,101,221.79,2024-07-18
11150,43,2,494,2023-07-16,94,567.69,2023-08-01
11151,43,4,321,2024-06-23,94,1004.41,2024-06-28
11152,44,1,171,2023-11-25,32,3215.02,2023-12-13
11153,48,1,446,2022-06-29,126,2850.77,2022-07-03
11154,36,4,460,2024-04-17,96,1294.28,2024-04-21
11155,18,1,390,2023-12-04,31,5422.29,2023-12-11
11156,20,2,30,2022-02-19,30,1086.39,2022-02-22
11157,37,4,304,2025-09-06,23,330.45,2025-09-17
11158,44,4,103,2023-03-19,55,11195.64,2023-04-07
11159,3,2,192,2023-05-27,93,10911.22,2023-06-12
11160,50,1,413,2025-09-06,44,1197.21,2025-09-19
11161,10,4,292,2025-10-02,24,1082.32,2025-10-15
11162,43,1,145,2024-02-25,69,1979.15,2024-03-02
11163,39,1,187,2024-09-20,192,1933.27,2024-09-30
11164,23,4,346,2025-01-14,164,3665.65,2025-02-06
11165,25,4,463,2023-09-05,15,88.75,2023-09-19
11166,10,2,327,2022-01-08,50,11166.66,2022-01-21
11167,48,1,461,2024-08-07,33,937.83,2024-08-11
11168,38,4,446,2025-01-18,26,562.65,2025-01-29
11169,17,2,432,2022-01-20,60,847.79,2022-01-31
11170,18,3,171,2025-09-30,96,10460.24,2025-10-08
11171,45,1,128,2022-12-02,7,284.44,2022-12-11
11172,25,1,207,2023-12-20,6,256.04,2024-01-03
11173,12,1,140,2023-08-04,68,2292.49,2023-09-06
11174,46,4,318,2024-01-11,54,150.92,2024-01-29
11175,49,3,74,2024-04-03,20,695.65,2024-04-09
11176,24,1,245,2023-09-11,65,736.19,2023-09-20
11177,9,3,425,2023-06-01,39,1616.01,2023-06-12
11178,31,1,281,2023-08-25,134,6140.89,2023-09-02
11179,9,4,207,2023-07-07,41,1704.43,2023-07-13
11180,46,4,103,2022-10-15,58,12088.57,2022-11-02
11181,30,1,344,2023-06-07,43,1921.54,2023-06-23
11182,43,1,479,2023-12-04,49,1285.99,2023-12-10
11183,29,1,411,2023-12-02,104,1137.28,2023-12-08
11184,40,1,433,2022-08-14,31,809.9,2022-08-31
11185,39,3,281,2023-07-02,100,4664.79,2023-07-12
11186,20,4,235,2022-12-26,44,90.11,2022-12-30
11187,36,3,184,2024-09-19,33,1005.41,2024-09-25
11188,8,4,56,2022-03-26,57,775.97,2022-04-07
11189,28,3,88,2023-11-24,126,1745.03,2023-11-30
11190,50,3,236,2022-11-02,84,7422.41,2022-11-16
11191,32,1,284,2022-11-18,36,648.56,2022-11-27
11192,39,1,261,2023-09-05,11,2455.0,2023-09-13
11193,24,3,429,2025-10-03,11,410.73,2025-10-14
11194,11,1,64,2023-12-03,19,592.71,2023-12-06
11195,50,3,312,2023-12-20,46,2390.17,2024-01-02
11196,18,1,138,2024-03-13,79,1217.66,2024-03-20
11197,44,1,57,2024-07-15,67,1603.63,2024-07-30
11198,37,4,222,2022-08-04,83,709.65,2022-08-14
11199,40,4,413,2022-07-25,101,2754.23,2022-08-01
11200,22,3,321,2022-12-17,195,2066.39,2022-12-22
11201,19,4,96,2024-09-11,21,267.34,2024-09-22
11202,26,1,52,2023-11-12,143,16717.36,2023-11-27
11203,7,1,124,2024-06-22,21,4418.12,2024-06-25
11204,34,4,79,2022-06-25,101,1528.02,2022-07-07
11205,20,3,104,2022-12-04,55,667.95,2022-12-07
11206,34,1,103,2024-04-30,82,16886.02,2024-05-11
11207,49,3,112,2022-11-19,139,2019.2,2022-11-29
11208,42,1,94,2022-09-13,13,347.28,2022-09-26
11209,43,1,44,2025-07-06,76,18313.7,2025-07-12
11210,29,1,500,2023-05-16,88,920.4,2023-05-24
11210,29,1,500,2023-05-16,88,920.4,2023-05-24
11211,20,2,74,2025-11-29,14,471.06,2025-12-04
11212,38,2,233,2022-03-28,54,2429.03,2022-04-10
11213,45,3,28,2025-01-30,63,1055.2,2025-02-05
11214,10,4,25,2023-01-23,82,19523.28,2023-02-07
11215,15,3,207,2023-10-22,13,576.88,2023-11-02
11216,8,1,388,2025-02-15,106,1508.69,2025-02-26
11217,48,1,187,2024-06-19,33,334.36,2024-06-27
11218,27,4,16,2022-05-14,29,328.0,2022-05-27
11219,22,1,465,2025-01-18,76,8570.07,2025-01-19
11220,9,2,1,2022-08-25,64,2928.45,2022-09-04
11221,10,1,484,2023-05-02,37,1074.59,2023-05-12
11222,22,1,413,2024-12-19,99,2617.26,2024-12-24
11223,14,2,131,2023-09-21,44,963.2,2023-09-22
11224,50,3,256,2025-06-02,35,845.12,2025-06-22
11225,48,1,94,2025-08-23,11,286.25,2025-08-31
11226,14,1,312,2022-06-17,105,5595.52,2022-06-18
11227,38,3,322,2023-10-15,101,2387.28,2023-10-25
11228,26,1,208,2025-07-26,110,8968.04,2025-08-10
11229,7,2,187,2022-08-30,90,973.7,2022-09-07
11230,4,3,458,2025-06-27,18,604.92,2025-07-04
11231,48,1,217,2025-06-19,79,13707.95,2025-06-27
11232,17,3,79,2023-03-16,67,982.75,2023-03-27
11233,40,1,480,2025-06-29,49,1905.53,2025-07-04
11234,1,1,453,2022-11-15,32,3223.31,2022-11-26
11235,37,3,433,2022-06-08,57,1565.5,2022-06-19
11236,10,4,206,2024-09-29,23,505.23,2024-10-14
11237,48,1,458,2023-05-14,23,765.78,2023-05-19
11238,20,3,449,2024-10-31,17,757.24,2024-11-04
11239,15,1,328,2022-02-30,114,4718.73,2024-02-15
11240,34,1,474,2025-01-22,53,1180.84,2025-02-02
11241,44,1,433,2024-12-04,144,3974.13,2024-12-21
11242,45,2,167,2025-09-27,88,2763.98,2025-10-01
11243,21,4,296,2024-04-20,44,839.46,2024-05-02
11244,18,3,137,2025-03-18,98,19623.21,2025-03-23
11245,9,3,283,2025-10-25,95,1855.88,2025-11-05
11246,44,4,311,2022-11-06,86,700.44,2022-11-24
11247,3,3,52,2025-07-09,71,7997.8,2025-07-24
11248,22,3,204,2023-08-05,70,13470.72,2023-08-06
11249,39,4,248,2022-09-21,27,1599.44,2022-09-28
11250,34,3,474,2025-10-13,25,556.64,2025-10-23
11251,5,1,413,2025-01-19,44,1102.41,2025-01-27
11252,17,2,448,2022-10-30,83,3523.27,2022-11-10
11253,41,4,278,2023-13-05,57,647.01,2022-08-19
11254,29,1,405,2023-05-24,213,3450.24,2023-06-02
11255,16,4,301,2022-09-28,62,751.57,2022-10-05
11256,40,4,237,2024-09-04,80,2478.03,2024-09-09
11257,25,1,284,2023-12-13,29,492.68,2023-12-26
11258,30,3,246,2022-11-03,37,472.67,2022-11-19
11259,38,3,270,2025-12-28,77,4125.06,2026-01-07
11260,22,4,193,2023-01-29,70,,2023-02-02
11261,12,1,45,2025-05-18,41,681.95,2025-05-31
11262,31,3,371,2023-09-15,79,9151.0,2023-09-25
11263,21,4,310,2022-07-17,23,1127.14,2022-08-02
11264,10,1,309,2025-12-04,55,609.3,2025-12-28
11265,35,1,494,2025-07-11,73,436.22,2025-07-23
11266,48,2,3,2024-05-30,58,650.62,2024-06-05
11267,2,1,27,2025-06-06,24,913.26,2025-06-13
11268,48,1,369,2022-05-28,75,1081.52,2022-06-04
11269,13,1,322,2023-10-16,21,520.31,2023-10-21
11270,18,3,90,2022-07-17,52,1478.45,2022-07-27
11271,6,3,130,2024-01-12,58,10666.74,2024-01-23
11272,5,2,247,2022-07-07,54,674.26,2022-07-12
11273,49,3,207,2025-06-20,32,1289.72,2025-06-27
11274,12,1,459,2024-10-21,45,1798.28,2024-11-09
11275,38,4,103,2025-02-16,95,20119.29,2025-03-02
11276,24,2,292,2024-06-21,40,1756.26,2024-06-30
